drug_abbreviation,product_identifier,code,product_name,tags,label,drug_event_subconcept
DP_ACE,PRODCODEID,5898741000033114,Captopril 12.5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5898841000033116,Captopril 12.5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5898941000033112,Captopril 6.25mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5899041000033115,Captopril 6.25mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6001041000033115,Captopril 5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9108041000033111,Captopril 25mg/5ml oral solution sugar free,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9108141000033110,Captopril 5mg/5ml oral solution sugar free,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,522641000033110,Enalapril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,522741000033118,Enalapril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,522841000033111,Enalapril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,523541000033115,Enalapril 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,523741000033111,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,523941000033114,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524041000033111,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524141000033110,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524241000033115,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524341000033113,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524441000033119,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524541000033118,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,524641000033117,,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3162241000033117,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3279241000033117,Enalapril 5mg/5ml oral suspension sugar free,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5967041000033117,Enalapril 10mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5967141000033118,Enalapril 10mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5992541000033111,Enalapril 5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5992641000033112,Enalapril 5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6012441000033118,Enalapril 1.25mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6012541000033117,Enalapril 1.25mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,13740241000033119,Enalapril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,837841000033110,Lisinopril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,837941000033119,Lisinopril 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,838041000033116,Lisinopril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,838141000033117,Lisinopril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3152141000033115,Lisinopril 5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3160841000033117,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3160941000033113,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5568741000033113,Lisinopril 40mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5890241000033117,Lisinopril 5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5971341000033117,Lisinopril 2.5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5971441000033111,Lisinopril 2.5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5971541000033112,Lisinopril 7.5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5971641000033113,Lisinopril 7.5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6044541000033115,Lisinopril 20mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6044641000033119,Lisinopril 20mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,10645041000033114,Lisinopril 5mg/5ml oral solution sugar free,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1067841000033115,Perindopril erbumine 2mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1067941000033111,Perindopril erbumine 4mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2846741000033119,Perindopril erbumine 8mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3161641000033114,Perindopril erbumine 4mg / Indapamide 1.25mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4153041000033114,Perindopril Oral suspension 8 mg/5 ml,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4453941000033114,Perindopril arginine 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4454041000033111,Perindopril arginine 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4454141000033110,Perindopril arginine 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4454541000033118,Perindopril arginine 5mg / Indapamide 1.25mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5888241000033116,Perindopril Oral suspension 4 mg/5 ml,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5997541000033113,Perindopril Oral solution 8 mg/5 ml,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8263341000033116,Perindopril tosilate 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8263441000033110,Perindopril tosilate 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8263541000033111,Perindopril tosilate 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8263641000033112,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8275941000033110,Perindopril erbumine 8mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8276041000033117,Perindopril erbumine 4mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8276141000033118,Perindopril erbumine 8mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,8869441000033119,Perindopril erbumine 4mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9105241000033114,Perindopril erbumine 4mg / Amlodipine 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9105341000033116,Perindopril erbumine 4mg / Amlodipine 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9105441000033110,Perindopril erbumine 8mg / Amlodipine 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,9105541000033111,Perindopril erbumine 8mg / Amlodipine 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1151341000033117,Ramipril 1.25mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1151441000033111,Ramipril 2.5mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1151541000033112,Ramipril 5mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1769841000033111,Ramipril 10mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2724541000033115,Ramipril Titration pack,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2883341000033118,Ramipril 5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2989541000033115,Ramipril 1.25mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2989641000033119,Ramipril 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2989741000033111,Ramipril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2989841000033118,Ramipril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3163241000033112,Felodipine 5mg modified-release / Ramipril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3163341000033119,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3890041000033117,Ramipril Powder,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4152241000033113,Ramipril 1.25mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,4805941000033114,Ramipril 2.5mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5887841000033118,Ramipril 10mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5887941000033114,Ramipril 10mg/5ml oral suspension,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5890341000033110,Ramipril 5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5890541000033115,Ramipril 2.5mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,5998241000033112,Ramipril 1.25mg/5ml oral solution,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,6517041000033110,Ramipril 2.5mg/5ml oral solution sugar free,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1149241000033111,Quinapril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1149341000033118,Quinapril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1149441000033112,Quinapril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1149541000033113,Quinapril 40mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3160641000033118,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,258141000033110,Cilazapril 1mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,258241000033115,Cilazapril 2.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,258341000033113,Cilazapril Tablets 250 micrograms,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,258441000033119,Cilazapril 500microgram tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,258641000033117,Cilazapril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,609141000033111,Fosinopril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,609241000033116,Fosinopril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1453941000033115,Trandolapril 1mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1454041000033118,Trandolapril 2mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1454141000033119,Trandolapril 500microgram capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3014741000033111,Trandolapril 4mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,3163041000033116,Verapamil 180mg modified-release / Trandolapril 2mg capsules,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,938041000033113,Moexipril 15mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,938141000033112,Moexipril 7.5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1739741000033112,Imidapril 10mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,1739841000033119,Imidapril 5mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_ACE,PRODCODEID,2145841000033114,Imidapril 20mg tablets,narrow,DP_proxy,Angiotensin converting enzyme inhibitors
DP_AH,ATC,R06,Antihistamines,narrow,DP_proxy,Antihistamines
DP_AH,ATC,D04AA,Antihistamines for topical use,possible,DP_proxy,Antihistamines
DP_AH,PRODCODEID,140841000033118,Benylin with Codeine oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,462741000033116,Diphenhydramine 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,670341000033110,Histalix Syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,997041000033116,Nytol 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1140541000033115,Propain caplets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2130441000033116,Nytol One-A-Night 50mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2189941000033111,Diphenhydramine 50mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2613141000033113,Covonia night time formula oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2616441000033113,Nightcalm 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2970241000033117,Dreemon 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2971541000033114,Benadryl Skin Allergy Relief lotion,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2971641000033110,Benadryl Skin Allergy Relief cream,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4020341000033111,Diphenhydramine 10mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4020441000033117,Histergan 10mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,5263741000033114,Diphenhydramine 10mg/5ml / Dextromethorphan 6.65mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,5576941000033119,Panadol NightPain tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13395041000033113,Paracetamol 500mg / Diphenhydramine 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,272841000033117,Clemastine 500micrograms/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,285641000033119,Clemastine 1mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1404541000033117,Tavegil 500micrograms/5ml elixir,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1408941000033117,Tavegil 1mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1403141000033111,Syndol caplets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,12605741000033112,Doxylamine 10mg / Pyridoxine 10mg gastro-resistant tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,12605841000033119,Xonvea 10mg/10mg gastro-resistant tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4020941000033110,Cinnarizine 20mg / Dimenhydrinate 40mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4021041000033117,Arlevert tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,157441000033118,Brompheniramine 2mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,442941000033111,Dimotane 2mg/5ml elixir,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,450941000033113,Dimotane Plus oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,456341000033111,Dimotane Plus Paediatric elixir,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,624141000033116,Galpseud Plus linctus,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,663141000033113,Haymine tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1090541000033115,Piriton 2mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1091541000033114,Piriton 4mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2779741000033111,Allerief 2mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3085841000033117,Chlorphenamine 10mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3085941000033113,Chlorphenamine 2mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3086041000033115,Chlorphenamine 2mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3086141000033116,Chlorphenamine 4mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3978241000033112,Pseudoephedrine 30mg/5ml / Chlorphenamine 2mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4158641000033114,Hayleve 4mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4593941000033111,ALLERcalm Allergy Relief 4mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,12910041000033116,Ephedrine hydrochloride 15mg / Chlorphenamine 10mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,62441000033117,Anthisan 2% cream,possible,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1654341000033119,Mepyramine 2% cream,possible,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2616541000033114,Anthisan Plus Sting Relief spray,possible,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1503241000033112,Vallergan 7.5mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1503341000033119,Vallergan Forte 30mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1504041000033118,Vallergan 10mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3100141000033110,Alimemazine 7.5mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3100241000033115,Alimemazine 30mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3100341000033113,Alimemazine 10mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13718041000033117,Alfresed 7.5mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13718141000033118,Alfresed 30mg/5ml syrup,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13779241000033114,Alimemazine 30mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13779341000033116,Alimemazine 7.5mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13841641000033114,Alimemazine 10mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,96341000033114,Avomine 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1034841000033117,Pamergan P100 solution for injection 2ml ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1071241000033117,Phenergan 5mg/5ml elixir,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1079441000033117,Phenergan 10mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1079541000033116,Phenergan 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1080741000033112,Phenergan Nightime 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1114141000033111,Promethazine 5mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1134541000033111,Promethazine hydrochloride 10mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1134641000033112,Promethazine hydrochloride 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1367741000033112,Sominex 20mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2922241000033119,Promethazine hydrochloride 20mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2929541000033114,Promethazine 25mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,2929641000033110,Phenergan 25mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3109641000033112,Promethazine teoclate 25mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4434541000033117,Pholcodine 1.5mg/5ml / Promethazine 1.5mg/5ml oral solution sugar free,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,4434641000033116,Tixylix Night Cough oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,916741000033116,Migraleve Pink tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,390441000033115,Cyclimorph 10 solution for injection 1ml ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,390541000033119,Cyclimorph 15 solution for injection 1ml ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,390941000033113,Cyclizine 50mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,394341000033116,Cyclizine 50mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,470841000033115,Diconal tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,918441000033110,Migril tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1502041000033113,Valoid 50mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,1504541000033111,Valoid 50mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3179641000033116,Dipipanone 10mg / Cyclizine 30mg tablets,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3840041000033113,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,3840141000033112,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,6001441000033112,Cyclizine 50mg/5ml oral solution,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,6001541000033113,Cyclizine 50mg/5ml oral suspension,narrow,DP_proxy,Antihistamines
DP_AH,PRODCODEID,13562141000033117,Cyclizine 50mg suppositories,narrow,DP_proxy,Antihistamines
