NEW_CONCEPT;CONCEPT;WEIGHT
I_HIV_COV;DP_COVHIV;
I_RESPINFECALGORITHM_COV;I_INFLUENZA_COV;
I_RESPINFECALGORITHM_COV;I_RESPINFEC_COV;
Im_ALLERGIES_COV;Im_ANAPHYLAXIS_AESI;
Im_ALLERGIES_COV;Im_HYPERSENS_AESI;
Im_ALLERGIES_COV;DP_EPINEPHRINE;
Im_ANAPHYLAXIS_COV;Im_ANAPHYLAXIS_AESI;
Im_ANAPHYLAXIS_COV;DP_EPINEPHRINE;
Im_AUTOIMM_COV;M_ARTRHEU_COV;
Im_AUTOIMM_COV;E_THYROIDAUTOIMM_AESI;
Im_AUTOIMM_COV;V_VASCULITISANY_COV;
Im_AUTOIMM_COV;E_GOUT_COV;
Im_AUTOIMM_COV;E_DM1_AESI;
Im_AUTOIMM_COV;N_DEMYELMS_AESI;
Im_AUTOIMM_COV;Im_SLE_COV;
Im_AUTOIMM_COV;M_ARTPSORIATIC_COV;
Im_AUTOIMM_COV;Sk_PSORIASIS_COV;
Im_AUTOIMM_COV;D_IBD_COV;
Im_AUTOIMM_COV;M_ARTSPONDYL_COV;
Im_AUTOIMM_COV;Im_SJOGRENS_COV;
Im_AUTOIMM_COV;M_RPM_COV;
IM_IMC_COV;I_AIDS_CH;
IM_IMC_COV;DP_COVHIV;
IM_IMC_COV;Im_IMMUNODEF_COV;
IM_IMC_COV;Onc_HAEMAT_COV;
IM_IMC_COV;Im_TRANSPLANTRECIPIENT_COV;
IM_IMC_COV;M_ARTRHEU_COV;
IM_IMC_COV;E_THYROIDAUTOIMM_AESI;
IM_IMC_COV;V_VASCULITISANY_COV;
IM_IMC_COV;E_GOUT_COV;
IM_IMC_COV;E_DM1_AESI;
IM_IMC_COV;N_DEMYELMS_AESI;
IM_IMC_COV;Im_SLE_COV;
IM_IMC_COV;M_ARTPSORIATIC_COV;
IM_IMC_COV;Sk_PSORIASIS_COV;
IM_IMC_COV;D_IBD_COV;
IM_IMC_COV;M_ARTSPONDYL_COV;
IM_IMC_COV;Im_SJOGRENS_COV;
IM_IMC_COV;DP_IMMUNOSUPPR;
IM_IMC_COV;DP_CORTICOST;
IM_IMC_COV;M_RPM_COV;
Ment_MENTHEALTHDISEASE_COV;N_DEMENTIA_COV;
Ment_MENTHEALTHDISEASE_COV;Ment_DEPRESSION_COV;
Ment_MENTHEALTHDISEASE_COV;Ment_SCHIZOPHRENIA_COV;
Ment_MENTHEALTHDISEASE_COV;DP_COVMENTHEALTH;
Onc_ANYMALIGNALGOPFIZER_COV;Onc_ANYMALIGNANCY_COV;
Onc_ANYMALIGNALGOPFIZER_COV;DP_COVCANCER;
Onc_ANYMALIGNALGOPFIZER_COV;DP_IMMUNOSTIMUL;
Onc_ANYMALIGNALGOPFIZER_COV;DP_CORTICOST;
Onc_ANYMALIGNALGOPFIZER_COV;TP_CANCERSCREEN_COV;
R_RESPCHRONICALGORITHM_COV;DP_COVRESPCHRONIC;
C_ACI_AESI;V_MICROANGIO_AESI;
C_ACI_AESI;C_CMSTRESS_AESI;
C_ACI_AESI;C_HF_AESI;
C_ACI_AESI;C_CAD_AESI;
C_ACI_AESI;V_VTE_AESI;
C_ACI_AESI;C_SHOCKCARD_AESI;
H_HOSPPOP_POP;H_HOSPNUM_COV;
H_HOSPPOP_POP;H_EMERG_COV;
H_HOSPPOP_POP;H_NURSING_COV;
H_HOSPPOP_POP;H_PRIMARYHCUSE_COV;
H_HOSPPOP_POP;TP_CANCERSCREEN_COV;
H_HOSPPOP_POP;H_PREVENTIVE_COV;
H_HOSPPOP_POP;TP_COVID19TEST_COV;
V_CDC_COV;Onc_ANYMALIGNANCY_COV;1
V_CDC_COV;DP_COVCANCER;1
V_CDC_COV;DP_IMMUNOSTIMUL;1
V_CDC_COV;DP_CORTICOST;1
V_CDC_COV;TP_CANCERSCREEN_COV;1
V_CDC_COV;G_KDCHRONIC_COV;1
V_CDC_COV;D_HEPATITISAUTOIMMUNE_COV;1
V_CDC_COV;D_LIVERCHRONICALONE_COV;1
V_CDC_COV;D_NONALCOHOLICLIVER_COV;1
V_CDC_COV;D_ALCOHOLICLIVER_COV;1
V_CDC_COV;D_LIVERCIRRHOSIS_COV;1
V_CDC_COV;R_RESPCHRONIC_COV;1
V_CDC_COV;DP_COVRESPCHRONIC;1
V_CDC_COV;C_MYOCARD_AESI;1
V_CDC_COV;C_MYOPERICARD_AESI;1
V_CDC_COV;C_PERICARD_AESI;1
V_CDC_COV;C_CARDIOMYOPATHY_COV;1
V_CDC_COV;C_AMI_AESI;1
V_CDC_COV;C_ANGINA_AESI;1
V_CDC_COV;C_HF_AESI;1
V_CDC_COV;N_STROKEHEMO_AESI;1
V_CDC_COV;N_STROKEISCH_AESI;1
V_CDC_COV;N_TIA_AESI;1
V_CDC_COV;V_ANEURYSMVASCMALF_COV;1
V_CDC_COV;DP_COVCARDIOCEREBROVAS;1
V_CDC_COV;L_OBESITY_COV;1
V_CDC_COV;DP_COVOBESITY;1
V_CDC_COV;O_DOWN_COV;1
V_CDC_COV;N_DEMENTIA_COV;1
V_CDC_COV;Ment_DEPRESSION_COV;1
V_CDC_COV;Ment_SCHIZOPHRENIA_COV;1
V_CDC_COV;DP_COVMENTHEALTH;1
V_CDC_COV;B_SICKLECELL_COV;1
V_CDC_COV;DP_COVSICKLE;1
V_CDC_COV;E_DM12_COV;1
V_CDC_COV;DP_COVDIAB;1
V_CDC_COV;I_AIDS_CH;1
V_CDC_COV;DP_COVHIV;1
V_CDC_COV;DP_IMMUnoSUPPR;1
V_CDC_COV;DP_CORTICOST;1
V_CDC_COV;C_CMSTRESS_AESI;1
L_OBESITYALGORITHM_COV;L_OBESITY_COV;
L_OBESITYALGORITHM_COV;DP_COVOBESITY;
B_COAGDIS_AESI;B_COAGDEF_COV;
B_COAGDIS_AESI;B_DIC_AESI;
B_COAGDIS_AESI;B_ITP_AESI;
B_COAGDIS_AESI;B_TP_AESI;
B_COAGDIS_AESI;B_VITT_AESI;
B_COAGDIS_AESI;B_SPLACHNICVT_AESI;
B_COAGDIS_AESI;N_CVST_AESI;
B_COAGDIS_AESI;R_PE_AESI;
B_COAGDIS_AESI;V_DVT_AESI;
B_COAGDIS_AESI;V_THROMBOSISARTERIAL_AESI;
B_COAGDIS_AESI;V_VTE_AESI;
